,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,nom_commune,id_parcelle,nombre_lots,code_type_local,type_local,nombre_pieces_principales,code_nature_culture,surface_terrain,longitude,latitude
1432,102000.0,23.0,RTE DE VERDUN,71350.0,Allerey-sur-Saône,71003000AK0086,0,1.0,Maison,4.0,S,2650.0,4.990365,46.906211
1422,60000.0,0.0,CHAUVORT,71350.0,Allerey-sur-Saône,71003000AI0145,0,0.0,0,0.0,J,748.0,4.996230000000001,46.905153000000006
1423,60000.0,4.0,RUE DU PORT,71350.0,Allerey-sur-Saône,71003000AI0146,0,1.0,Maison,4.0,S,312.0,4.9962290000000005,46.905269
1431,102000.0,0.0,LE MEIX VERROT,71350.0,Allerey-sur-Saône,71003000AK0085,0,0.0,0,0.0,J,413.0,4.990531,46.905966
478,3612.0,0.0,TERRES A LA DAME,71460.0,Ameugny,71007000ZB0016,0,0.0,0,0.0,P,11300.0,4.685219999999999,46.530839
985,42000.0,5076.0,CARRIERES D AMEUGNY,71460.0,Ameugny,710070000A0005,0,1.0,Maison,4.0,S,900.0,4.68447,46.534224
477,3612.0,0.0,TERRES A LA DAME,71460.0,Ameugny,710070000A0310,0,0.0,0,0.0,P,741.0,4.685669,46.529395
1901,700.0,0.0,BOIS DE MARNECHE,71170.0,Anglure-sous-Dun,710080000B1037,0,0.0,0,0.0,BR,665.0,4.386332,46.239436
1663,1100.0,0.0,EN PANLOUP,71170.0,Anglure-sous-Dun,710080000B0022,0,0.0,0,0.0,BR,6266.0,4.3715470000000005,46.245290000000004
3776,8775.0,0.0,VOSBOEUFS,71550.0,Anost,710090000H0302,0,0.0,0,0.0,BR,17550.0,4.069167,47.041754
3141,9000.0,0.0,PRE REVE,71550.0,Anost,710090000B0985,0,0.0,0,0.0,BS,660.0,4.0995099999999995,47.087410999999996
2426,1389.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0673,0,0.0,0,0.0,P,3379.0,4.0936639999999995,47.054390999999995
3351,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0217,0,0.0,0,0.0,BS,1770.0,4.068181,47.116236
3352,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0218,0,0.0,0,0.0,BS,1610.0,4.067664,47.116353000000004
3353,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0218,0,0.0,0,0.0,T,2795.0,4.067664,47.116353000000004
3140,9000.0,0.0,PRE REVE,71550.0,Anost,710090000B0984,0,0.0,0,0.0,P,15737.0,4.099684,47.086048
3139,9000.0,0.0,PRE REVE,71550.0,Anost,710090000B0984,0,0.0,0,0.0,P,7868.0,4.099684,47.086048
3138,9000.0,0.0,LES CARISES,71550.0,Anost,710090000B0528,0,0.0,0,0.0,L,6032.0,4.103597,47.089043
3137,9000.0,0.0,CHAMP BONNARDOT,71550.0,Anost,710090000B0522,0,0.0,0,0.0,L,6560.0,4.10226,47.089899
2427,1389.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0674,0,0.0,0,0.0,BS,3253.0,4.093657,47.054533
2428,1389.0,0.0,LES BUISSONS,71550.0,Anost,710090000G0746,0,0.0,0,0.0,BS,1811.0,4.089087,47.05526
3350,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0214,0,0.0,0,0.0,BS,1108.0,4.069643,47.115611
3132,1700.0,0.0,LA BISE,71550.0,Anost,710090000B0911,0,0.0,0,0.0,P,2180.0,4.1049489999999995,47.084938
3136,9000.0,0.0,JOUX,71550.0,Anost,71009000AC0153,0,0.0,0,0.0,P,1842.0,4.094924,47.086599
3135,9000.0,0.0,CHAMP D AS,71550.0,Anost,71009000AB0140,0,0.0,0,0.0,T,3790.0,4.09066,47.083442
2475,2000.0,0.0,CHAMP TIBAUD,71550.0,Anost,710090000B0603,0,0.0,0,0.0,T,4522.0,4.114895,47.090096
2474,2000.0,0.0,CHAMP TIBAUD,71550.0,Anost,710090000B0602,0,0.0,0,0.0,T,3170.0,4.11421,47.0899
3134,9000.0,0.0,LES CHAMPS DES BLES,71550.0,Anost,71009000AB0084,0,0.0,0,0.0,T,1448.0,4.088857,47.085097999999995
3189,219000.0,14.0,CHE DES CAPITAINES,71550.0,Anost,71009000AI0280,0,1.0,Maison,4.0,S,618.0,4.0800339999999995,47.038082
3349,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0213,0,0.0,0,0.0,BS,7528.0,4.0689660000000005,47.115675
2423,1389.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0664,0,0.0,0,0.0,BS,3369.0,4.093333,47.053655
3347,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0212,0,0.0,0,0.0,T,5147.0,4.067775,47.115558
3191,219000.0,14.0,CHE DES CAPITAINES,71550.0,Anost,71009000AI0280,0,1.0,Maison,4.0,T,1715.0,4.0800339999999995,47.038082
2912,2000.0,0.0,VELEE,71550.0,Anost,710090000G0286,0,0.0,0,0.0,BR,15250.0,4.104068,47.051969
2911,2000.0,0.0,VELEE,71550.0,Anost,710090000G0285,0,0.0,0,0.0,T,1526.0,4.103604,47.052341999999996
3301,2150.0,0.0,LES VERNAYS DU LARD,71550.0,Anost,710090000A0533,0,0.0,0,0.0,BR,7622.0,4.1066199999999995,47.104513
3302,2150.0,0.0,PRE DU MOUILLAC,71550.0,Anost,710090000B0058,0,0.0,0,0.0,BR,7233.0,4.091235,47.102864000000004
3303,2150.0,0.0,VERNAY DU LARD,71550.0,Anost,710090000B0220,0,0.0,0,0.0,BR,12003.0,4.106275,47.103937
2644,1200.0,0.0,LES ISSARDS,71550.0,Anost,710090000I0342,0,0.0,0,0.0,BS,2370.0,4.071425,47.065396
2643,1200.0,0.0,LES ISSARDS,71550.0,Anost,710090000I0341,0,0.0,0,0.0,BS,659.0,4.071725,47.065265999999994
2642,1200.0,0.0,LES RATHENEES,71550.0,Anost,710090000I0236,0,0.0,0,0.0,BS,152.0,4.070542,47.072885
2641,1200.0,0.0,LES RATHENEES,71550.0,Anost,710090000I0212,0,0.0,0,0.0,T,2071.0,4.072369999999999,47.072568
3348,65000.0,0.0,LES ROUX,71550.0,Anost,710090000A0212,0,0.0,0,0.0,BS,3136.0,4.067775,47.115558
2640,1200.0,0.0,LES RATHENEES,71550.0,Anost,710090000I0209,0,0.0,0,0.0,L,1720.0,4.072453,47.072731
3329,1500.0,0.0,EN SIGNABOURG,71550.0,Anost,710090000H0280,0,0.0,0,0.0,BS,2142.0,4.0601080000000005,47.040246
3330,1500.0,0.0,EN SIGNABOURG,71550.0,Anost,710090000H0281,0,0.0,0,0.0,BR,3488.0,4.059361,47.04056
3146,150.0,0.0,LES CHAINTRES,71550.0,Anost,710090000B0952,0,0.0,0,0.0,T,969.0,4.106628,47.088766
3145,9000.0,0.0,LES CLOUYAUX,71550.0,Anost,710090000B1009,0,0.0,0,0.0,L,2590.0,4.0971269999999995,47.088786999999996
3331,1500.0,0.0,LA PETITE CHAINTRE,71550.0,Anost,710090000H0283,0,0.0,0,0.0,BS,1909.0,4.060247,47.040963
3144,9000.0,0.0,LE BALANCIOT,71550.0,Anost,710090000B0993,0,0.0,0,0.0,BS,5816.0,4.100525,47.08565
3143,9000.0,0.0,LE BALANCIOT,71550.0,Anost,710090000B0989,0,0.0,0,0.0,BS,2305.0,4.100777,47.08722
3142,9000.0,0.0,PRE REVE,71550.0,Anost,710090000B0986,0,0.0,0,0.0,P,6516.0,4.099905000000001,47.087345
3131,1700.0,0.0,LA BISE,71550.0,Anost,710090000B0908,0,0.0,0,0.0,T,9080.0,4.106269,47.084903000000004
3346,65000.0,2.0,LES ROUX,71550.0,Anost,710090000A0211,0,1.0,Maison,3.0,S,655.0,4.067417,47.115891
2639,1200.0,0.0,EN MURAILLON,71550.0,Anost,710090000I0158,0,0.0,0,0.0,T,1714.0,4.075214,47.072941
2425,1389.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0670,0,0.0,0,0.0,L,802.0,4.0934989999999996,47.054021999999996
3133,9000.0,0.0,LES CHAMPS DES BLES,71550.0,Anost,71009000AB0083,0,0.0,0,0.0,T,976.0,4.08893,47.085228
2422,1515.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0667,0,0.0,0,0.0,L,85.0,4.094937,47.053575
3105,7000.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0676,0,0.0,0,0.0,BS,3478.0,4.0933,47.054737
2302,13000.0,0.0,LES RIAUX,71550.0,Anost,710090000C0266,0,0.0,0,0.0,BS,4310.0,4.124299,47.082179
2301,13000.0,0.0,FORET MARTIN,71550.0,Anost,710090000C0148,0,0.0,0,0.0,BS,500.0,4.123118,47.080259000000005
3104,7000.0,0.0,LA PIECE,71550.0,Anost,710090000G0426,0,0.0,0,0.0,BS,2430.0,4.10637,47.058307
3103,7000.0,0.0,LA VELLE,71550.0,Anost,710090000G0383,0,0.0,0,0.0,P,1446.0,4.106758,47.054244
3102,7000.0,0.0,PRES BRENOT,71550.0,Anost,710090000G0189,0,0.0,0,0.0,BS,53.0,4.104707,47.05149
3101,7000.0,0.0,PRES BRENOT,71550.0,Anost,710090000G0188,0,0.0,0,0.0,P,3532.0,4.105435,47.051414
3100,7000.0,0.0,LE HAUT DE LIARD,71550.0,Anost,710090000G0135,0,0.0,0,0.0,BS,1305.0,4.111458,47.050511
2424,1389.0,0.0,LES CHAUMES,71550.0,Anost,710090000G0665,0,0.0,0,0.0,BS,1272.0,4.094233,47.053695000000005
3099,7000.0,0.0,LE HAUT DE LIARD,71550.0,Anost,710090000G0115,0,0.0,0,0.0,L,1206.0,4.109967,47.051931
3098,7000.0,0.0,LE HAUT DE LIARD,71550.0,Anost,710090000G0112,0,0.0,0,0.0,BT,1230.0,4.1088569999999995,47.051534000000004
3097,7000.0,0.0,CHAMPS DE LAFAY,71550.0,Anost,710090000G0093,0,0.0,0,0.0,L,1536.0,4.109725,47.052904999999996
3096,7000.0,0.0,CHAMPS DE LAFAY,71550.0,Anost,710090000G0083,0,0.0,0,0.0,T,2386.0,4.10623,47.052349
4068,229.0,0.0,LA PIECE,71550.0,Anost,710090000E0435,0,0.0,0,0.0,T,1685.0,4.093119000000001,47.062504
4067,271.0,0.0,LA PIECE,71550.0,Anost,710090000E0434,0,0.0,0,0.0,T,2000.0,4.092688,47.062206
2303,13000.0,0.0,LE LARIER,71550.0,Anost,710090000C0281,0,0.0,0,0.0,BS,1802.0,4.124123,47.080139
2304,13000.0,0.0,EN COIMET,71550.0,Anost,710090000D0433,0,0.0,0,0.0,BS,2172.0,4.12585,47.068444
3190,219000.0,14.0,CHE DES CAPITAINES,71550.0,Anost,71009000AI0280,0,1.0,Maison,4.0,J,365.0,4.0800339999999995,47.038082
3106,7000.0,0.0,MONT CROT,71550.0,Anost,710090000H0995,0,0.0,0,0.0,BT,3240.0,4.095708999999999,47.047851
2419,1515.0,0.0,LES NOUELLONS,71550.0,Anost,710090000G0586,0,0.0,0,0.0,T,3200.0,4.102594,47.057678
2418,1515.0,0.0,LA BOULOYE,71550.0,Anost,710090000G0568,0,0.0,0,0.0,L,2055.0,4.100498,47.057534999999994
3981,197252.0,17.0,RUE DU DOCTEUR ROY,71550.0,Anost,71009000AE0068,0,2.0,Appartement,2.0,S,3222.0,4.0962,47.078399
3982,197252.0,17.0,RUE DU DOCTEUR ROY,71550.0,Anost,71009000AE0068,0,4.0,Local industriel. commercial ou assimilé,0.0,S,3222.0,4.0962,47.078399
3983,197252.0,0.0,LE BOURG,71550.0,Anost,71009000AE0106,0,0.0,0,0.0,S,539.0,4.096982,47.078303999999996
2310,13000.0,0.0,LES TROIS BOULEES,71550.0,Anost,710090000F0271,0,0.0,0,0.0,BS,2008.0,4.146325,47.063525
2420,1515.0,0.0,LES SEIGNES,71550.0,Anost,710090000G0621,0,0.0,0,0.0,P,6441.0,4.0957930000000005,47.055012
3984,197252.0,0.0,LE BOURG,71550.0,Anost,71009000AE0258,0,0.0,0,0.0,BR,140.0,4.097228,47.078353
2308,13000.0,0.0,LES FOSSES,71550.0,Anost,710090000D0549,0,0.0,0,0.0,T,7159.0,4.124845,47.073291
2307,13000.0,0.0,CHAMP GRAND,71550.0,Anost,710090000D0454,0,0.0,0,0.0,BS,1910.0,4.125962,47.071594
2421,1515.0,0.0,LES SEIGNES,71550.0,Anost,710090000G0622,0,0.0,0,0.0,BR,3370.0,4.096051,47.054724
2306,13000.0,0.0,EN COIMET,71550.0,Anost,710090000D0435,0,0.0,0,0.0,BS,434.0,4.126196,47.068763
2305,13000.0,0.0,EN COIMET,71550.0,Anost,710090000D0434,0,0.0,0,0.0,BS,650.0,4.126118,47.068689
2309,13000.0,0.0,LES TROIS BOULEES,71550.0,Anost,710090000F0268,0,0.0,0,0.0,BS,1200.0,4.147285,47.063684
2757,18000.0,0.0,PATURE DES SAUGYS,71400.0,Antully,710100000D0132,0,0.0,0,0.0,BS,3000.0,4.425632,46.877659
3862,117000.0,58.0,RTE DE LA ROCHE ANDRE,71400.0,Antully,710100000E0387,0,1.0,Maison,3.0,S,784.0,4.389518,46.889316
2755,18000.0,0.0,GRAND PRE DE LA VERRERIE,71400.0,Antully,710100000D0081,0,0.0,0,0.0,P,37690.0,4.425178,46.87726
2756,18000.0,0.0,LA FOULEE DES PRES,71400.0,Antully,710100000D0082,0,0.0,0,0.0,P,35000.0,4.425463,46.875840000000004
2754,18000.0,0.0,LA FOULEE DES PRES,71400.0,Antully,710100000D0080,0,0.0,0,0.0,P,51700.0,4.428666000000001,46.87717
2758,18000.0,0.0,PATURE DES SAUGYS,71400.0,Antully,710100000D0133,0,0.0,0,0.0,BS,1584.0,4.422892,46.875977
4056,45000.0,0.0,PATURE JEANDOT,71400.0,Antully,710100000D0076,0,0.0,0,0.0,P,64590.0,4.433039,46.877495
2796,28000.0,16.0,RTE DE L ETANG DE PORLEUX,71400.0,Antully,710100000B0970,0,0.0,0,0.0,P,1586.0,4.426181,46.895790000000005
2753,18000.0,0.0,LA FOULEE DES PRES,71400.0,Antully,710100000D0080,0,0.0,0,0.0,P,25850.0,4.428666000000001,46.87717
4055,45000.0,0.0,LE JEU DE PALOT,71400.0,Antully,710100000D0075,0,0.0,0,0.0,P,8045.0,4.433872,46.879032
3195,149750.0,12.0,RTE DE L ETANG DE PORLEUX,71400.0,Antully,710100000B0967,0,1.0,Maison,5.0,J,800.0,4.426391000000001,46.896039
3194,149750.0,12.0,RTE DE L ETANG DE PORLEUX,71400.0,Antully,710100000B0967,0,1.0,Maison,5.0,S,500.0,4.426391000000001,46.896039
3843,800.0,0.0,LES MAULAYS,71400.0,Antully,710100000G0155,0,0.0,0,0.0,P,5290.0,4.386189,46.913464000000005
4054,45000.0,0.0,LE JEU DE PALOT,71400.0,Antully,710100000D0074,0,0.0,0,0.0,P,26520.0,4.435427,46.879546000000005
2795,28000.0,14.0,RTE DE L ETANG DE PORLEUX,71400.0,Antully,710100000B0968,0,0.0,0,0.0,AB,1300.0,4.426593,46.895779
4057,45000.0,0.0,LE JEU DE PALOT,71400.0,Antully,710100000D0077,0,0.0,0,0.0,P,8160.0,4.43539,46.878403000000006
3869,63370.0,18.0,RUE DU STADE,71400.0,Antully,710100000E0042,0,1.0,Maison,1.0,S,1121.0,4.410099,46.895532
4058,45000.0,0.0,LE JEU DE PALOT,71400.0,Antully,710100000D0078,0,0.0,0,0.0,P,7120.0,4.435633999999999,46.877179999999996
3864,117000.0,0.0,LE PRE DU BUISSON,71400.0,Antully,710100000E0593,0,0.0,0,0.0,L,307.0,4.389309,46.889036
3651,107000.0,27.0,RTE DE LA COUPE,71400.0,Antully,710100000C0834,0,1.0,Maison,5.0,S,525.0,4.41129,46.894878999999996
3944,447.0,0.0,CHAMP CHAULOT,71400.0,Antully,710100000B0919,0,0.0,0,0.0,L,447.0,4.438775,46.896462
3027,1788.0,0.0,LES ESSARDS GAUTHEY,71400.0,Antully,710100000E0027,0,0.0,0,0.0,T,3820.0,4.408333,46.898427000000005
3652,107000.0,27.0,RTE DE LA COUPE,71400.0,Antully,710100000C0834,0,1.0,Maison,5.0,J,1018.0,4.41129,46.894878999999996
3863,117000.0,0.0,LE PRE DU BUISSON,71400.0,Antully,710100000E0593,0,0.0,0,0.0,S,60.0,4.389309,46.889036
3769,65000.0,98.0,RTE DE LA RIVE DU BOIS,71400.0,Antully,710100000G0813,0,1.0,Maison,4.0,S,170.0,4.38815,46.913886
3884,2000.0,0.0,LES PRES REGNIAUD,71400.0,Antully,710100000A0294,0,0.0,0,0.0,P,18890.0,4.410263,46.913787
3870,63370.0,0.0,CHAMP CLAIROTTE,71400.0,Antully,710100000E0043,0,0.0,0,0.0,T,600.0,4.4096400000000004,46.895527
2143,12000.0,0.0,LES VAIVRES,71400.0,Antully,710100000C1138,0,0.0,0,0.0,P,1200.0,4.417346,46.883573
3028,1788.0,0.0,CHAMP DE LA BOIRIE,71400.0,Antully,710100000G0516,0,0.0,0,0.0,P,7355.0,4.402521,46.906636999999996
1996,48500.0,0.0,LES FENETRES,71110.0,Anzy-le-Duc,710110000E0390,0,0.0,0,0.0,P,2330.0,4.064946,46.316434
1995,48500.0,5061.0,LES FENETRES,71110.0,Anzy-le-Duc,710110000E0388,0,1.0,Maison,0.0,S,700.0,4.065049,46.316648
2042,5000.0,0.0,BOIS DU PARC,71110.0,Artaix,710120000A0122,0,0.0,0,0.0,BS,18515.0,4.000499,46.25571
2079,89000.0,5203.0,VARENNE D EN HAUT,71110.0,Artaix,71012000AL0152,0,1.0,Maison,4.0,S,884.0,4.00932,46.243945000000004
2078,89000.0,0.0,VARENNE D EN HAUT,71110.0,Artaix,71012000AL0150,0,0.0,0,0.0,S,4.0,4.009448,46.244066
2043,5000.0,0.0,BOIS DU PARC,71110.0,Artaix,710120000A0124,0,0.0,0,0.0,BS,1105.0,3.997808,46.257132
5480,93750.0,0.0,AU BOIS,71270.0,Authumes,710130000B0593,0,0.0,0,0.0,P,14946.0,5.313272,46.886621000000005
5481,93750.0,0.0,AU BOIS,71270.0,Authumes,710130000B0594,0,0.0,0,0.0,S,359.0,5.314433,46.886534000000005
5482,93750.0,0.0,AU BOIS,71270.0,Authumes,710130000B0595,0,0.0,0,0.0,P,891.0,5.314529,46.886396000000005
5479,93750.0,0.0,AU BOIS,71270.0,Authumes,710130000B0592,0,0.0,0,0.0,P,260.0,5.31405,46.886681
5476,93750.0,0.0,AU BOIS,71270.0,Authumes,710130000B0096,0,0.0,0,0.0,P,1142.0,5.313619,46.88739
5477,93750.0,20.0,RTE DU FAY,71270.0,Authumes,710130000B0097,0,1.0,Maison,6.0,S,2181.0,5.314178,46.886782000000004
5478,93750.0,0.0,AU BOIS,71270.0,Authumes,710130000B0099,0,0.0,0,0.0,T,1363.0,5.31471,46.886204
3192,105000.0,1.0,RUE SAINT GERMAIN,71400.0,Autun,71014000AT0252,5,2.0,Appartement,1.0,0,0.0,4.296149,46.949133
4153,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4155,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4152,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4156,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4157,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4158,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4159,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4154,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
3871,85000.0,1.0,RUE DE LA BARRE,71400.0,Autun,71014000AX0031,0,1.0,Maison,5.0,S,580.0,4.291279,46.948634999999996
3129,164600.0,38.0,AV DE LA REPUBLIQUE,71400.0,Autun,71014000AW0544,0,2.0,Appartement,5.0,S,234.0,4.296996,46.956068
4160,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
3128,164600.0,38.0,AV DE LA REPUBLIQUE,71400.0,Autun,71014000AW0544,0,3.0,Dépendance,0.0,S,234.0,4.296996,46.956068
3127,164600.0,38.0,AV DE LA REPUBLIQUE,71400.0,Autun,71014000AW0544,0,3.0,Dépendance,0.0,S,234.0,4.296996,46.956068
3122,123500.0,17.0,LE CLOS DU PARC,71400.0,Autun,71014000AZ0411,0,1.0,Maison,4.0,S,814.0,4.285137000000001,46.948195
3113,27900.0,6.0,ALL ANDRE MALRAUX,71400.0,Autun,710140000I0567,0,0.0,0,0.0,AB,554.0,4.280379,46.946119
3883,15000.0,8.0,RUE DU 22 EME B.M.N.A.,71400.0,Autun,71014000AW0178,0,1.0,Maison,4.0,S,500.0,4.297836,46.955216
3904,36000.0,21.0,RUE BOUTEILLER,71400.0,Autun,71014000AI0434,0,1.0,Maison,4.0,S,114.0,4.303121,46.946068
3986,5000.0,4.0,BD MAZAGRAN,71400.0,Autun,71014000AE0221,1,3.0,Dépendance,0.0,0,0.0,4.302606,46.953914000000005
3990,215000.0,24.0,BD LAUREAU,71400.0,Autun,71014000AE0262,0,1.0,Maison,10.0,J,716.0,4.301836,46.954658
2417,33000.0,12.0,RUE NOTRE DAME,71400.0,Autun,71014000AP0140,0,1.0,Maison,12.0,AG,1055.0,4.298018,46.944459
2416,33000.0,12.0,RUE NOTRE DAME,71400.0,Autun,71014000AP0140,0,1.0,Maison,12.0,S,1245.0,4.298018,46.944459
2415,33000.0,12.0,RUE NOTRE DAME,71400.0,Autun,71014000AP0140,0,1.0,Maison,4.0,AG,1055.0,4.298018,46.944459
2414,33000.0,12.0,RUE NOTRE DAME,71400.0,Autun,71014000AP0140,0,1.0,Maison,4.0,S,1245.0,4.298018,46.944459
3130,164600.0,38.0,AV DE LA REPUBLIQUE,71400.0,Autun,71014000AW0544,0,3.0,Dépendance,0.0,S,234.0,4.296996,46.956068
2455,145000.0,78.0,RTE D ARNAY,71400.0,Autun,71014467BD0082,0,4.0,Local industriel. commercial ou assimilé,0.0,S,3450.0,4.3087349999999995,46.976549
2461,18000.0,0.0,CHAMP BON,71400.0,Autun,710140000I0056,0,0.0,0,0.0,P,22655.0,4.27169,46.951559
2462,18000.0,0.0,CHAMP BON,71400.0,Autun,710140000I0056,0,0.0,0,0.0,P,22655.0,4.27169,46.951559
2598,180000.0,21.0,RTE DE BEAUNE,71400.0,Autun,71014467BO0156,0,1.0,Maison,4.0,J,2352.0,4.314737999999999,46.957017
4172,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4171,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
3148,135000.0,12.0,RUE LAUCHIEN LE BOUCHER,71400.0,Autun,71014000AI0296,0,1.0,Maison,5.0,S,79.0,4.302729,46.94728
3147,135000.0,0.0,RUE LAUCHIEN LE BOUCHER,71400.0,Autun,71014000AI0295,0,0.0,0,0.0,S,454.0,4.302956,46.947368
4170,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4169,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4168,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4167,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4166,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4165,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4243,115000.0,20.0,RUE DU BEUVRAY,71400.0,Autun,71014000AZ0301,0,1.0,Maison,5.0,S,526.0,4.288366000000001,46.949126
3363,30000.0,1.0,AV DE LA REPUBLIQUE,71400.0,Autun,71014000AC0315,0,1.0,Maison,4.0,S,1055.0,4.294148000000001,46.956528000000006
3365,75000.0,19.0,AV CHARLES DE GAULLE,71400.0,Autun,71014000AT0063,1,4.0,Local industriel. commercial ou assimilé,0.0,0,0.0,4.297292,46.951248
3366,75000.0,19.0,AV CHARLES DE GAULLE,71400.0,Autun,71014000AT0063,2,4.0,Local industriel. commercial ou assimilé,0.0,0,0.0,4.297292,46.951248
3367,75000.0,19.0,AV CHARLES DE GAULLE,71400.0,Autun,71014000AT0063,4,2.0,Appartement,3.0,0,0.0,4.297292,46.951248
4164,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
2463,18000.0,0.0,CHAMP BON,71400.0,Autun,710140000I0057,0,0.0,0,0.0,P,30650.0,4.270586,46.949831
3181,115000.0,11.0,RUE BERNARD RENAULT,71400.0,Autun,71014000AW0080,0,1.0,Maison,3.0,S,586.0,4.296641999999999,46.954075
3762,180000.0,24.0,RUE DU CAPITAINE REPOUX,71400.0,Autun,71014000AZ0239,0,1.0,Maison,5.0,S,866.0,4.291658,46.950117
2464,18000.0,0.0,CHAMP BON,71400.0,Autun,710140000I0057,0,0.0,0,0.0,P,30650.0,4.270586,46.949831
2465,18000.0,0.0,CHAMP BON,71400.0,Autun,710140000I0058,0,0.0,0,0.0,P,1320.0,4.273725,46.950031
2496,202500.0,16.0,RUE SAINT SAULGE,71400.0,Autun,71014000AR0015,0,2.0,Appartement,2.0,S,364.0,4.297869,46.948457
2413,77000.0,12.0,RUE NOTRE DAME,71400.0,Autun,71014000AP0140,0,1.0,Maison,12.0,AG,1055.0,4.298018,46.944459
2497,202500.0,16.0,RUE SAINT SAULGE,71400.0,Autun,71014000AR0015,0,2.0,Appartement,3.0,S,364.0,4.297869,46.948457
2499,202500.0,16.0,RUE SAINT SAULGE,71400.0,Autun,71014000AR0015,0,2.0,Appartement,3.0,S,364.0,4.297869,46.948457
2500,202500.0,16.0,RUE SAINT SAULGE,71400.0,Autun,71014000AR0015,0,2.0,Appartement,2.0,S,364.0,4.297869,46.948457
4161,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
4162,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
3375,30000.0,0.0,RUE BORGNE,71400.0,Autun,710144670A1513,0,0.0,0,0.0,P,1100.0,0.0,0.0
4163,110000.0,11.0,RUE DES 4 VENTS,71400.0,Autun,71014000AW0586,0,3.0,Dépendance,0.0,S,767.0,4.299691999999999,46.956812
2498,202500.0,16.0,RUE SAINT SAULGE,71400.0,Autun,71014000AR0015,0,4.0,Local industriel. commercial ou assimilé,0.0,S,364.0,4.297869,46.948457
